 3.04452244e+00 2.35137526e+00 2.39789527e+00
 3.04436924e+00 2.35132364e+00 2.39782271e+00
 3.04390961e+00 2.35116877e+00 2.39760501e+00
 3.04314338e+00 2.35091066e+00 2.39724217e+00
 3.04207029e+00 2.35054929e+00 2.39673417e+00
 3.04068996e+00 2.35008466e+00 2.39608098e+00
 3.03900194e+00 2.34951673e+00 2.39528256e+00
 3.03700564e+00 2.34884550e+00 2.39433887e+00
 3.03470036e+00 2.34807094e+00 2.39324987e+00
 3.03208530e+00 2.34719302e+00 2.39201548e+00
 3.02915957e+00 2.34621171e+00 2.39063565e+00
 3.02592214e+00 2.34512698e+00 2.38911029e+00
 3.02237188e+00 2.34393879e+00 2.38743934e+00
 3.01850753e+00 2.34264710e+00 2.38562269e+00
 3.01432773e+00 2.34125186e+00 2.38366025e+00
 3.00983099e+00 2.33975302e+00 2.38155191e+00
 3.00501570e+00 2.33815053e+00 2.37929756e+00
 2.99988012e+00 2.33644434e+00 2.37689708e+00
 2.99442240e+00 2.33463437e+00 2.37435034e+00
 2.98864053e+00 2.33272058e+00 2.37165720e+00
 2.98253238e+00 2.33070290e+00 2.36881751e+00
 2.97609569e+00 2.32858124e+00 2.36583113e+00
 2.96932803e+00 2.32635554e+00 2.36269790e+00
 2.96222684e+00 2.32402572e+00 2.35941764e+00
 2.95478942e+00 2.32159170e+00 2.35599019e+00
 2.94701287e+00 2.31905339e+00 2.35241535e+00
 2.93889418e+00 2.31641071e+00 2.34869294e+00
 2.93043012e+00 2.31366356e+00 2.34482276e+00
 2.92161732e+00 2.31081184e+00 2.34080461e+00
 2.91245220e+00 2.30785546e+00 2.33663827e+00
 2.90293101e+00 2.30479431e+00 2.33232351e+00
 2.89304978e+00 2.30162828e+00 2.32786012e+00
 2.88280436e+00 2.29835728e+00 2.32324786e+00
 2.87219035e+00 2.29498117e+00 2.31848648e+00
 2.86120316e+00 2.29149985e+00 2.31357573e+00
 2.84983792e+00 2.28791319e+00 2.30851537e+00
 2.83808956e+00 2.28422107e+00 2.30330511e+00
 2.82595269e+00 2.28042335e+00 2.29794470e+00
 2.81342171e+00 2.27651992e+00 2.29243385e+00
 2.80049067e+00 2.27251064e+00 2.28677228e+00
 2.78715336e+00 2.26839535e+00 2.28095969e+00
 2.77340322e+00 2.26417393e+00 2.27499579e+00
 2.75923338e+00 2.25984623e+00 2.26888027e+00
 2.74463659e+00 2.25541210e+00 2.26261282e+00
 2.72960521e+00 2.25087138e+00 2.25619312e+00
 2.71413123e+00 2.24622393e+00 2.24962084e+00
 2.69820619e+00 2.24146957e+00 2.24289566e+00
 2.68182118e+00 2.23660816e+00 2.23601724e+00
 2.66496681e+00 2.23163952e+00 2.22898522e+00
 2.64763319e+00 2.22656348e+00 2.22179928e+00
 2.62980986e+00 2.22137987e+00 2.21445904e+00
 2.61148578e+00 2.21608852e+00 2.20696415e+00
 2.59264929e+00 2.21068925e+00 2.19931424e+00
 2.57328805e+00 2.20518187e+00 2.19150895e+00
 2.55338903e+00 2.19956620e+00 2.18354790e+00
 2.53293838e+00 2.19384205e+00 2.17543070e+00
 2.51192146e+00 2.18800923e+00 2.16715698e+00
 2.49032271e+00 2.18206755e+00 2.15872634e+00
 2.46812560e+00 2.17601680e+00 2.15013840e+00
 2.44531258e+00 2.16985678e+00 2.14139275e+00
 2.42186494e+00 2.16358730e+00 2.13248899e+00
 2.39776274e+00 2.15720814e+00 2.12342673e+00
 2.37298473e+00 2.15071910e+00 2.11420556e+00
 2.34750818e+00 2.14411996e+00 2.10482507e+00
 2.32130876e+00 2.13741051e+00 2.09528485e+00
 2.29436043e+00 2.13059053e+00 2.08558449e+00
 2.26663522e+00 2.12365980e+00 2.07572358e+00
 2.23810306e+00 2.11661810e+00 2.06570171e+00
 2.20873159e+00 2.10946520e+00 2.05551846e+00
 2.17848587e+00 2.10220087e+00 2.04517342e+00
 2.14732817e+00 2.09482489e+00 2.03466619e+00
 2.11521758e+00 2.08733702e+00 2.02399634e+00
 2.08210974e+00 2.07973703e+00 2.01316348e+00
 2.04795634e+00 2.07202468e+00 2.00216720e+00
 2.01270471e+00 2.06419974e+00 1.99100710e+00
 1.97629728e+00 2.05626195e+00 1.97968277e+00
 1.93867087e+00 2.04821109e+00 1.96819384e+00
 1.89975605e+00 2.04004690e+00 1.95653992e+00
 1.85947618e+00 2.03176915e+00 1.94472062e+00
 1.81774644e+00 2.02337758e+00 1.93273557e+00
 1.77447259e+00 2.01487195e+00 1.92058442e+00
 1.72954952e+00 2.00625201e+00 1.90826681e+00
 1.68285949e+00 1.99751750e+00 1.89578240e+00
 1.63427004e+00 1.98866819e+00 1.88313086e+00
 1.58363140e+00 1.97970381e+00 1.87031187e+00
 1.53077332e+00 1.97062412e+00 1.85732513e+00
 1.47550113e+00 1.96142886e+00 1.84417036e+00
 1.41759084e+00 1.95211778e+00 1.83084729e+00
 1.35678289e+00 1.94269064e+00 1.81735567e+00
 1.29277417e+00 1.93314717e+00 1.80369528e+00
 1.22520767e+00 1.92348714e+00 1.78986590e+00
 1.15365882e+00 1.91371028e+00 1.77586735e+00
 1.07761725e+00 1.90381635e+00 1.76169949e+00
 9.96461912e-01 1.89380510e+00 1.74736218e+00
 9.09426473e-01 1.88367629e+00 1.73285533e+00
 8.15550036e-01 1.87342967e+00 1.71817887e+00
 7.13604978e-01 1.86306501e+00 1.70333278e+00
 6.01987894e-01 1.85258205e+00 1.68831707e+00
 4.78548364e-01 1.84198057e+00 1.67313179e+00
 3.40307470e-01 1.83126033e+00 1.65777702e+00
 1.82968150e-01 1.82042110e+00 1.64225291e+00
 0.00000000e+00 1.80946266e+00 1.62655966e+00
 1.79711060e-01 1.79838478e+00 1.61069749e+00
 3.29133865e-01 1.78718725e+00 1.59466672e+00
 4.56542017e-01 1.77586986e+00 1.57846769e+00
 5.67203299e-01 1.76443240e+00 1.56210083e+00
 6.64679399e-01 1.75287468e+00 1.54556664e+00
 7.51491162e-01 1.74119650e+00 1.52886566e+00
 8.29488189e-01 1.72939767e+00 1.51199855e+00
 9.00067676e-01 1.71747802e+00 1.49496602e+00
 9.64310733e-01 1.70543738e+00 1.47776887e+00
 1.02307094e+00 1.69327559e+00 1.46040802e+00
 1.07703390e+00 1.68099250e+00 1.44288446e+00
 1.12675849e+00 1.66858797e+00 1.42519928e+00
 1.17270616e+00 1.65606187e+00 1.40735369e+00
 1.21526226e+00 1.64341408e+00 1.38934903e+00
 1.25475179e+00 1.63064451e+00 1.37118673e+00
 1.29145128e+00 1.61775306e+00 1.35286837e+00
 1.32559786e+00 1.60473965e+00 1.33439567e+00
 1.35739637e+00 1.59160422e+00 1.31577049e+00
 1.38702483e+00 1.57834674e+00 1.29699482e+00
 1.41463887e+00 1.56496717e+00 1.27807085e+00
 1.44037524e+00 1.55146550e+00 1.25900091e+00
 1.46435468e+00 1.53784174e+00 1.23978751e+00
 1.48668422e+00 1.52409592e+00 1.22043337e+00
 1.50745915e+00 1.51022811e+00 1.20094138e+00
 1.52676453e+00 1.49623836e+00 1.18131465e+00
 1.54467660e+00 1.48212679e+00 1.16155651e+00
 1.56126382e+00 1.46789351e+00 1.14167051e+00
 1.57658787e+00 1.45353868e+00 1.12166044e+00
 1.59070440e+00 1.43906247e+00 1.10153036e+00
 1.60366374e+00 1.42446511e+00 1.08128457e+00
 1.61551147e+00 1.40974683e+00 1.06092765e+00
 1.62628892e+00 1.39490790e+00 1.04046447e+00
 1.63603361e+00 1.37994864e+00 1.01990020e+00
 1.64477962e+00 1.36486940e+00 9.99240329e-01
 1.65255790e+00 1.34967056e+00 9.78490653e-01
 1.65939660e+00 1.33435254e+00 9.57657322e-01
 1.66532125e+00 1.31891583e+00 9.36746834e-01
 1.67035503e+00 1.30336093e+00 9.15766050e-01
 1.67451896e+00 1.28768840e+00 8.94722209e-01
 1.67783203e+00 1.27189887e+00 8.73622944e-01
