 1.00000000e+00 0.00000000e+00 0.00000000e+00
 1.00000000e+00 9.88934066e-06 2.00000000e-03
 1.00000000e+00 3.95569714e-05 4.00000000e-03
 1.00000000e+00 8.90017188e-05 6.00000000e-03
 1.00000000e+00 1.58221627e-04 8.00000000e-03
 1.00000000e+00 2.47213957e-04 1.00000000e-02
 1.00000000e+00 3.55975190e-04 1.20000000e-02
 1.00000000e+00 4.84501022e-04 1.40000000e-02
 1.00000000e+00 6.32786371e-04 1.60000000e-02
 1.00000000e+00 8.00825369e-04 1.80000000e-02
 1.00000000e+00 9.88611370e-04 2.00000000e-02
 1.00000000e+00 1.19613695e-03 2.20000000e-02
 1.00000000e+00 1.42339389e-03 2.40000000e-02
 1.00000000e+00 1.67037320e-03 2.60000000e-02
 1.00000000e+00 1.93706512e-03 2.80000000e-02
 1.00000000e+00 2.22345910e-03 3.00000000e-02
 1.00000000e+00 2.52954381e-03 3.20000000e-02
 1.00000000e+00 2.85530713e-03 3.40000000e-02
 1.00000000e+00 3.20073619e-03 3.60000000e-02
 1.00000000e+00 3.56581732e-03 3.80000000e-02
 1.00000000e+00 3.95053607e-03 4.00000000e-02
 1.00000000e+00 4.35487723e-03 4.20000000e-02
 1.00000000e+00 4.77882481e-03 4.40000000e-02
 1.00000000e+00 5.22236203e-03 4.60000000e-02
 1.00000000e+00 5.68547134e-03 4.80000000e-02
 1.00000000e+00 6.16813444e-03 5.00000000e-02
 1.00000000e+00 6.67033222e-03 5.20000000e-02
 1.00000000e+00 7.19204483e-03 5.40000000e-02
 1.00000000e+00 7.73325161e-03 5.60000000e-02
 1.00000000e+00 8.29393117e-03 5.80000000e-02
 1.00000000e+00 8.87406133e-03 6.00000000e-02
 1.00000000e+00 9.47361913e-03 6.20000000e-02
 1.00000000e+00 1.00925809e-02 6.40000000e-02
 1.00000000e+00 1.07309220e-02 6.60000000e-02
 1.00000000e+00 1.13886174e-02 6.80000000e-02
 1.00000000e+00 1.20656410e-02 7.00000000e-02
 1.00000000e+00 1.27619659e-02 7.20000000e-02
 1.00000000e+00 1.34775647e-02 7.40000000e-02
 1.00000000e+00 1.42124091e-02 7.60000000e-02
 1.00000000e+00 1.49664699e-02 7.80000000e-02
 1.00000000e+00 1.57397173e-02 8.00000000e-02
 1.00000000e+00 1.65321209e-02 8.20000000e-02
 1.00000000e+00 1.73436491e-02 8.40000000e-02
 1.00000000e+00 1.81742700e-02 8.60000000e-02
 1.00000000e+00 1.90239506e-02 8.80000000e-02
 1.00000000e+00 1.98926573e-02 9.00000000e-02
 1.00000000e+00 2.07803558e-02 9.20000000e-02
 1.00000000e+00 2.16870110e-02 9.40000000e-02
 1.00000000e+00 2.26125870e-02 9.60000000e-02
 1.00000000e+00 2.35570472e-02 9.80000000e-02
 1.00000000e+00 2.45203542e-02 1.00000000e-01
 1.00000000e+00 2.55024700e-02 1.02000000e-01
 1.00000000e+00 2.65033556e-02 1.04000000e-01
 1.00000000e+00 2.75229714e-02 1.06000000e-01
 1.00000000e+00 2.85612773e-02 1.08000000e-01
 1.00000000e+00 2.96182320e-02 1.10000000e-01
 1.00000000e+00 3.06937937e-02 1.12000000e-01
 1.00000000e+00 3.17879200e-02 1.14000000e-01
 1.00000000e+00 3.29005675e-02 1.16000000e-01
 1.00000000e+00 3.40316922e-02 1.18000000e-01
 1.00000000e+00 3.51812495e-02 1.20000000e-01
 1.00000000e+00 3.63491937e-02 1.22000000e-01
 1.00000000e+00 3.75354787e-02 1.24000000e-01
 1.00000000e+00 3.87400576e-02 1.26000000e-01
 1.00000000e+00 3.99628827e-02 1.28000000e-01
 1.00000000e+00 4.12039057e-02 1.30000000e-01
 1.00000000e+00 4.24630774e-02 1.32000000e-01
 1.00000000e+00 4.37403481e-02 1.34000000e-01
 1.00000000e+00 4.50356672e-02 1.36000000e-01
